Temperature,Humidity,Soil_Quality,Crop_Type,NPK_Ratio,Fertility_Index,Crop_Yield
26.57329283,73.42670717,59.33333333,5,0.547826087,237.3333333,31.90696772
6.936420644,80,39.375,2,0.6875,174.375,0
12.29357279,80,43.45833333,6,0.773809524,192.4583333,0
17.59347229,80,13.29166667,8,0.687830688,172.7916667,12.60862874
21.81717745,78.18282255,60.66666667,3,0.733333333,242.6666667,74.57644759
17.21037008,80,63.66666667,7,0.578512397,254.6666667,74.72880793
10.71225557,80,22.83333333,9,0.790849673,159.8333333,4.598427036
11.61292166,80,39.08333333,1,0.810810811,173.0833333,9.93993691
13.40322461,80,53.08333333,4,0.75,235.0833333,0
26.22403303,73.77596697,13.75,0,0.65,178.75,25.40515212
9.08213416,80,22.16666667,5,0.592814371,155.1666667,0
10.92364532,80,25.33333333,2,0.661202186,177.3333333,6.050779696
12.25373546,80,27.91666667,6,0.744791667,195.4166667,0
12.50796689,80,42.29166667,8,0.705882353,187.2916667,0
15.00906806,80,44.33333333,3,0.76744186,196.3333333,43.15821942
17.06937419,80,46.375,7,0.606060606,205.375,51.33420343
18.0391927,80,60.66666667,9,0.733333333,242.6666667,65.5893121
16.02141471,80,15.29166667,1,0.739336493,198.7916667,38.9470043
17.50713379,80,72.66666667,4,0.716535433,290.6666667,25.49960002
10.65957887,80,22.5,0,0.6875,157.5,3.339937412
9.22242045,80,34.41666667,5,0.616438356,152.4166667,0
21.4096019,78.5903981,67.66666667,2,0.611111111,270.6666667,84.09294492
17.64717756,80,17.04166667,6,0.704166667,221.5416667,18.77649983
12.47059973,80,13.29166667,8,0.687830688,172.7916667,0
24.35211949,75.64788051,35.58333333,3,0.820895522,157.5833333,30.71580273
16.91399734,80,37.04166667,7,0.649350649,164.0416667,46.55497714
18.82239118,80,13.91666667,9,0.748691099,180.9166667,47.11863969
18.95296995,80,39.08333333,1,0.810810811,173.0833333,75.52870067
18.40976486,80,42.58333333,4,0.802469136,188.5833333,24.41326635
14.34928473,80,22.5,0,0.6875,157.5,25.98794451
16.00953721,80,13.58333333,5,0.559808612,176.5833333,29.34521689
16.34658827,80,15.5,2,0.624454148,201.5,43.91238015
16.62259158,80,17.04166667,6,0.704166667,221.5416667,12.64613887
17.48032117,80,33.83333333,8,0.757575758,149.8333333,13.94512538
7.091730372,80,44.33333333,3,0.76744186,196.3333333,0
16.18742626,80,23.83333333,7,0.625,166.8333333,34.72945017
11.67886278,80,13.91666667,9,0.748691099,180.9166667,7.813979935
22.8501614,77.1498386,48.70833333,1,0.757894737,215.7083333,46.07741079
14.90743432,80,16.66666667,4,0.731601732,216.6666667,0
10.86384528,80,35,0,0.714285714,155,5.298909847
7.771950138,80,34.41666667,5,0.616438356,152.4166667,0
17.28838227,80,49.29166667,2,0.640776699,218.2916667,58.58116366
19.21787011,80,17.04166667,6,0.704166667,221.5416667,28.07067229
10.16444473,80,33.83333333,8,0.757575758,149.8333333,0
14.28358371,80,35.58333333,3,0.820895522,157.5833333,24.05836612
11.31285267,80,46.375,7,0.606060606,205.375,8.571736478
11.21546955,80,44.33333333,9,0.76744186,196.3333333,7.612375631
11.14397269,80,66.66666667,1,0.724137931,266.6666667,13.58601513
23.63873814,76.36126186,42.58333333,4,0.802469136,188.5833333,56.03769137
12.98222522,80,60,0,0.636363636,240,30.80338267
8.841346162,80,43.16666667,5,0.574468085,191.1666667,0
12.76285988,80,49.29166667,2,0.640776699,218.2916667,25.18159195
16.37817579,80,74.33333333,6,0.689393939,297.3333333,11.5983484
10.49353091,80,33.83333333,8,0.757575758,149.8333333,0
15.0262185,80,13.91666667,3,0.748691099,180.9166667,28.05603366
18.11424966,80,37.04166667,7,0.649350649,164.0416667,51.57040125
-2.390846068,80,35.58333333,9,0.820895522,157.5833333,0
19.46412682,80,39.08333333,1,0.810810811,173.0833333,70.81319427
9.898083764,80,72.66666667,4,0.716535433,290.6666667,0
19.38912584,80,60,0,0.636363636,240,91.28471531
20.29212243,79.70787757,43.16666667,5,0.574468085,191.1666667,60.17106836
4.803839111,80,49.29166667,2,0.640776699,218.2916667,0
16.10037164,80,27.91666667,6,0.744791667,195.4166667,8.086610398
18.22866394,80,42.29166667,8,0.705882353,187.2916667,24.00842335
7.384195648,80,22.83333333,3,0.790849673,159.8333333,0
8.142053101,80,63.66666667,7,0.578512397,254.6666667,0
18.73684016,80,22.83333333,9,0.790849673,159.8333333,57.71723263
13.40319996,80,48.70833333,1,0.757894737,215.7083333,28.35676472
12.34871191,80,16.66666667,4,0.731601732,216.6666667,0
9.823788388,80,43.75,0,0.666666667,193.75,0
17.57294495,80,43.16666667,5,0.574468085,191.1666667,57.77022609
11.89818139,80,39.375,2,0.6875,174.375,12.21546394
15.9604519,80,54.25,6,0.722222222,240.25,8.270975548
15.63717203,80,58,8,0.673076923,232,4.99574466
10.13865726,80,60.66666667,3,0.733333333,242.6666667,1.454049691
2.716264716,80,37.04166667,7,0.649350649,164.0416667,0
7.197470428,80,35.58333333,9,0.820895522,157.5833333,0
4.446502394,80,48.70833333,1,0.757894737,215.7083333,0
26.87164702,73.12835298,27.33333333,4,0.772972973,191.3333333,49.70108775
22.91019091,77.08980909,60,0,0.636363636,240,56.5605192
19.63088774,80,22.16666667,5,0.592814371,155.1666667,44.0705768
17.81484618,80,15.5,2,0.624454148,201.5,47.68993162
18.98742102,80,27.91666667,6,0.744791667,195.4166667,31.51163237
14.62746177,80,33.83333333,8,0.757575758,149.8333333,0
19.6650607,80,44.33333333,3,0.76744186,196.3333333,65.84216136
9.989766382,80,63.66666667,7,0.578512397,254.6666667,0
16.29861251,80,22.83333333,9,0.790849673,159.8333333,36.7205876
6.692399689,80,66.66666667,1,0.724137931,266.6666667,0
14.25724297,80,72.66666667,4,0.716535433,290.6666667,0
18.80125547,80,13.75,0,0.65,178.75,47.75517776
17.88536064,80,59.33333333,5,0.547826087,237.3333333,72.78440062
11.98007407,80,39.375,2,0.6875,174.375,11.12043211
17.4402204,80,43.45833333,6,0.773809524,192.4583333,17.06366941
15.5686473,80,33.83333333,8,0.757575758,149.8333333,3.33313733
16.97226071,80,60.66666667,3,0.733333333,242.6666667,65.2861236
25.37700399,74.62299601,23.83333333,7,0.625,166.8333333,21.81866207
13.74938699,80,44.33333333,9,0.76744186,196.3333333,25.23948522
3.848350462,80,39.08333333,1,0.810810811,173.0833333,0
8.947494205,80,42.58333333,4,0.802469136,188.5833333,0
15.27459649,80,60,0,0.636363636,240,54.27155613
7.607068771,80,59.33333333,5,0.547826087,237.3333333,0
12.92356043,80,15.5,2,0.624454148,201.5,18.97084625
12.56302488,80,74.33333333,6,0.689393939,297.3333333,0
10.9149928,80,33.83333333,8,0.757575758,149.8333333,0
23.21048086,76.78951914,44.33333333,3,0.76744186,196.3333333,49.44697777
10.2632931,80,23.83333333,7,0.625,166.8333333,1.365427223
9.906902759,80,13.91666667,9,0.748691099,180.9166667,0
12.6320561,80,66.66666667,1,0.724137931,266.6666667,28.97526049
18.59049274,80,27.33333333,4,0.772972973,191.3333333,20.77951962
11.59869206,80,43.75,0,0.666666667,193.75,14.40188901
19.33924518,80,34.41666667,5,0.616438356,152.4166667,47.76340486
16.02305105,80,25.33333333,2,0.661202186,177.3333333,39.0825809
11.86290558,80,54.25,6,0.722222222,240.25,0
13.05355904,80,33.83333333,8,0.757575758,149.8333333,0
21.98582214,78.01417786,13.91666667,3,0.748691099,180.9166667,49.72940132
11.84793688,80,46.375,7,0.606060606,205.375,11.64693541
7.221250121,80,35.58333333,9,0.820895522,157.5833333,0
18.87736286,80,66.66666667,1,0.724137931,266.6666667,87.45057605
1.515566785,80,42.58333333,4,0.802469136,188.5833333,0
18.48103182,80,60,0,0.636363636,240,80.27298638
26.38325813,73.61674187,22.16666667,5,0.592814371,155.1666667,19.09366566
20.64824742,79.35175258,39.375,2,0.6875,174.375,53.2640072
15.9904238,80,74.33333333,6,0.689393939,297.3333333,10.40971753
12.26570529,80,13.29166667,8,0.687830688,172.7916667,0
21.94291135,78.05708865,60.66666667,3,0.733333333,242.6666667,58.08095164
8.796799612,80,63.66666667,7,0.578512397,254.6666667,0
15.5486632,80,13.91666667,9,0.748691099,180.9166667,34.0982744
13.52816669,80,48.70833333,1,0.757894737,215.7083333,27.79242
21.11101673,78.88898327,27.33333333,4,0.772972973,191.3333333,36.99937953
11.87985353,80,13.75,0,0.65,178.75,11.95300026
17.5023876,80,13.58333333,5,0.559808612,176.5833333,41.30016498
13.85391974,80,67.66666667,2,0.611111111,270.6666667,34.98051021
16.63066511,80,54.25,6,0.722222222,240.25,15.73816517
14.07548932,80,13.29166667,8,0.687830688,172.7916667,0
13.35334501,80,44.33333333,3,0.76744186,196.3333333,23.05983678
20.07843473,79.92156527,37.04166667,7,0.649350649,164.0416667,56.59038254
15.83207574,80,22.83333333,9,0.790849673,159.8333333,31.89620795
16.66821766,80,39.08333333,1,0.810810811,173.0833333,30.62699906
25.77619769,74.22380231,42.58333333,4,0.802469136,188.5833333,59.36207063
12.90928483,80,60,0,0.636363636,240,25.60125484
12.3012016,80,13.58333333,5,0.559808612,176.5833333,13.38546772
10.10813611,80,49.29166667,2,0.640776699,218.2916667,0.930354082
12.1931657,80,54.25,6,0.722222222,240.25,0
11.76895319,80,58,8,0.673076923,232,0
28.80380968,71.19619032,35.58333333,3,0.820895522,157.5833333,6.367633389
20.71532951,79.28467049,46.375,7,0.606060606,205.375,63.18327264
13.87497048,80,60.66666667,9,0.733333333,242.6666667,36.07498075
17.16154366,80,66.66666667,1,0.724137931,266.6666667,75.59113378
6.226065797,80,16.66666667,4,0.731601732,216.6666667,0
15.72613389,80,22.5,0,0.6875,157.5,28.88413579
16.87292555,80,13.58333333,5,0.559808612,176.5833333,30.90003148
13.24567347,80,39.375,2,0.6875,174.375,19.34707331
11.01524282,80,54.25,6,0.722222222,240.25,0
11.70550789,80,58,8,0.673076923,232,0
20.32284339,79.67715661,22.83333333,3,0.790849673,159.8333333,57.36183729
18.0933098,80,14.58333333,7,0.590909091,189.5833333,51.84774808
16.33525193,80,35.58333333,9,0.820895522,157.5833333,35.67265549
15.61026967,80,48.70833333,1,0.757894737,215.7083333,45.09913261
10.90367803,80,16.66666667,4,0.731601732,216.6666667,0
10.18096245,80,13.75,0,0.65,178.75,1.03665423
19.69141903,80,59.33333333,5,0.547826087,237.3333333,87.08270595
12.68862356,80,67.66666667,2,0.611111111,270.6666667,34.77198597
9.787575629,80,74.33333333,6,0.689393939,297.3333333,0
15.6749236,80,33.83333333,8,0.757575758,149.8333333,3.899257387
19.33882512,80,13.91666667,3,0.748691099,180.9166667,47.21932752
17.9275173,80,63.66666667,7,0.578512397,254.6666667,83.77430673
14.8786136,80,60.66666667,9,0.733333333,242.6666667,37.26810894
17.83926737,80,39.08333333,1,0.810810811,173.0833333,57.14888014
10.63684686,80,27.33333333,4,0.772972973,191.3333333,0
10.97606542,80,43.75,0,0.666666667,193.75,6.420503881
17.30037505,80,34.41666667,5,0.616438356,152.4166667,37.01718051
13.62438007,80,67.66666667,2,0.611111111,270.6666667,33.75034094
14.51450216,80,74.33333333,6,0.689393939,297.3333333,0
13.34206688,80,13.29166667,8,0.687830688,172.7916667,0
17.77688408,80,35.58333333,3,0.820895522,157.5833333,42.83185742
14.15942552,80,37.04166667,7,0.649350649,164.0416667,26.27009448
13.13300366,80,35.58333333,9,0.820895522,157.5833333,19.60078464
20.24265469,79.75734531,66.66666667,1,0.724137931,266.6666667,103.7491874
26.78688183,73.21311817,16.66666667,4,0.731601732,216.6666667,51.40720677
15.82348914,80,35,0,0.714285714,155,30.81701941
16.42932695,80,13.58333333,5,0.559808612,176.5833333,39.09480524
25.05102269,74.94897731,67.66666667,2,0.611111111,270.6666667,45.91398338
14.83436514,80,74.33333333,6,0.689393939,297.3333333,0
16.11893976,80,33.83333333,8,0.757575758,149.8333333,6.187488343
21.61937402,78.38062598,60.66666667,3,0.733333333,242.6666667,63.7610545
17.31274276,80,63.66666667,7,0.578512397,254.6666667,73.6552196
17.02808797,80,60.66666667,9,0.733333333,242.6666667,67.16883623
19.28722966,80,48.70833333,1,0.757894737,215.7083333,69.0332411
14.1644096,80,27.33333333,4,0.772972973,191.3333333,0
10.91532165,80,43.75,0,0.666666667,193.75,6.782802102
11.08952157,80,13.58333333,5,0.559808612,176.5833333,6.061407295
12.02554851,80,39.375,2,0.6875,174.375,13.95812591
13.04530715,80,27.91666667,6,0.744791667,195.4166667,0
13.35042632,80,42.29166667,8,0.705882353,187.2916667,0
12.76783193,80,13.91666667,3,0.748691099,180.9166667,17.91489666
9.867423503,80,37.04166667,7,0.649350649,164.0416667,0
25.10200982,74.89799018,44.33333333,9,0.76744186,196.3333333,29.29381004
21.91452217,78.08547783,15.29166667,1,0.739336493,198.7916667,51.58754694
18.39149706,80,53.08333333,4,0.75,235.0833333,33.12709642
15.53839935,80,60,0,0.636363636,240,56.3780777
5.766137828,80,59.33333333,5,0.547826087,237.3333333,0
10.35333903,80,49.29166667,2,0.640776699,218.2916667,3.245942647
17.52750905,80,27.91666667,6,0.744791667,195.4166667,17.39097712
13.84971782,80,13.29166667,8,0.687830688,172.7916667,0
18.2136138,80,44.33333333,3,0.76744186,196.3333333,60.4677072
18.54501879,80,37.04166667,7,0.649350649,164.0416667,54.67247509
14.79921025,80,35.58333333,9,0.820895522,157.5833333,28.16769999
11.59474171,80,15.29166667,1,0.739336493,198.7916667,12.25516202
14.40501012,80,16.66666667,4,0.731601732,216.6666667,0
23.09401013,76.90598987,60,0,0.636363636,240,64.79829393
14.87911511,80,34.41666667,5,0.616438356,152.4166667,26.62732222
12.98355249,80,39.375,2,0.6875,174.375,19.2231056
17.62444389,80,27.91666667,6,0.744791667,195.4166667,16.04287514
15.18830117,80,13.29166667,8,0.687830688,172.7916667,0.934790799
19.94441369,80,44.33333333,3,0.76744186,196.3333333,68.25566958
12.77508339,80,37.04166667,7,0.649350649,164.0416667,18.21436728
15.29815185,80,35.58333333,9,0.820895522,157.5833333,32.84653034
16.96742693,80,48.70833333,1,0.757894737,215.7083333,58.36064289
25.57877861,74.42122139,72.66666667,4,0.716535433,290.6666667,123.8670563
20.86119623,79.13880377,43.75,0,0.666666667,193.75,64.95702039
13.15239192,80,22.16666667,5,0.592814371,155.1666667,15.04069684
12.35350881,80,15.5,2,0.624454148,201.5,18.60358813
17.52995555,80,54.25,6,0.722222222,240.25,20.46703634
14.93225226,80,58,8,0.673076923,232,0
13.31688636,80,35.58333333,3,0.820895522,157.5833333,19.04498261
17.51394861,80,23.83333333,7,0.625,166.8333333,46.23531462
30.52433714,69.47566286,22.83333333,9,0.790849673,159.8333333,0
17.06109201,80,48.70833333,1,0.757894737,215.7083333,65.98691298
21.58471782,78.41528218,53.08333333,4,0.75,235.0833333,51.86875596
8.184801707,80,60,0,0.636363636,240,0
17.00812753,80,34.41666667,5,0.616438356,152.4166667,40.55245966
13.54255011,80,15.5,2,0.624454148,201.5,22.74027364
18.85849355,80,17.04166667,6,0.704166667,221.5416667,30.7897331
6.301431106,80,33.83333333,8,0.757575758,149.8333333,0
23.5838274,76.4161726,44.33333333,3,0.76744186,196.3333333,39.8101855
12.23686003,80,63.66666667,7,0.578512397,254.6666667,23.48870545
24.75517149,75.24482851,44.33333333,9,0.76744186,196.3333333,37.24864926
9.27411288,80,66.66666667,1,0.724137931,266.6666667,0
19.23539505,80,72.66666667,4,0.716535433,290.6666667,51.77268605
14.55238695,80,22.5,0,0.6875,157.5,24.18659253
12.41775529,80,22.16666667,5,0.592814371,155.1666667,11.27093264
18.14624486,80,15.5,2,0.624454148,201.5,55.40995986
23.57878004,76.42121996,43.45833333,6,0.773809524,192.4583333,57.79618804
2.724374871,80,58,8,0.673076923,232,0
25.44187352,74.55812648,60.66666667,3,0.733333333,242.6666667,45.80411597
9.800470364,80,46.375,7,0.606060606,205.375,0
16.38284576,80,13.91666667,9,0.748691099,180.9166667,41.31117915
14.1801956,80,48.70833333,1,0.757894737,215.7083333,33.07055316
19.81482765,80,53.08333333,4,0.75,235.0833333,39.75558864
15.33749268,80,35,0,0.714285714,155,34.03509465
19.19592434,80,59.33333333,5,0.547826087,237.3333333,73.74098295
12.79996305,80,39.375,2,0.6875,174.375,18.32497405
16.51199422,80,43.45833333,6,0.773809524,192.4583333,11.66581964
14.30568706,80,13.29166667,8,0.687830688,172.7916667,0
7.654602197,80,60.66666667,3,0.733333333,242.6666667,0
20.82217323,79.17782677,37.04166667,7,0.649350649,164.0416667,46.26463007
19.37417219,80,13.91666667,9,0.748691099,180.9166667,60.61952963
26.23064483,73.76935517,66.66666667,1,0.724137931,266.6666667,40.81895563
15.01391185,80,53.08333333,4,0.75,235.0833333,0.127753425
15.29200736,80,43.75,0,0.666666667,193.75,37.63038493
6.846633163,80,43.16666667,5,0.574468085,191.1666667,0
12.33448038,80,49.29166667,2,0.640776699,218.2916667,22.15219115
18.79464295,80,17.04166667,6,0.704166667,221.5416667,27.44316874
14.68703436,80,21.75,8,0.728476821,152.25,0
16.95201172,80,44.33333333,3,0.76744186,196.3333333,60.47907589
16.3905301,80,14.58333333,7,0.590909091,189.5833333,44.59057174
22.57258781,77.42741219,44.33333333,9,0.76744186,196.3333333,50.39053811
7.065941422,80,39.08333333,1,0.810810811,173.0833333,0
15.52687753,80,27.33333333,4,0.772972973,191.3333333,3.248464904
16.59890967,80,43.75,0,0.666666667,193.75,46.31036531
17.3850186,80,34.41666667,5,0.616438356,152.4166667,42.41749759
26.25227384,73.74772616,25.33333333,2,0.661202186,177.3333333,20.92043777
12.68525467,80,54.25,6,0.722222222,240.25,0
16.32701914,80,33.83333333,8,0.757575758,149.8333333,6.799436075
18.46349663,80,44.33333333,3,0.76744186,196.3333333,67.39331081
17.84896906,80,63.66666667,7,0.578512397,254.6666667,91.03718924
12.76426769,80,44.33333333,9,0.76744186,196.3333333,19.7978316
20.46635453,79.53364547,15.29166667,1,0.739336493,198.7916667,71.16986891
12.21254107,80,72.66666667,4,0.716535433,290.6666667,0
27.89854669,72.10145331,43.75,0,0.666666667,193.75,12.16376913
7.821905859,80,43.16666667,5,0.574468085,191.1666667,0
20.52024568,79.47975432,25.33333333,2,0.661202186,177.3333333,64.5767818
15.84562025,80,54.25,6,0.722222222,240.25,8.075866149
8.450114209,80,21.75,8,0.728476821,152.25,0
20.80961801,79.19038199,60.66666667,3,0.733333333,242.6666667,93.99077605
13.92533747,80,23.83333333,7,0.625,166.8333333,24.02771838
18.15645642,80,13.91666667,9,0.748691099,180.9166667,42.45278
18.6648759,80,48.70833333,1,0.757894737,215.7083333,60.41976598
18.4749895,80,27.33333333,4,0.772972973,191.3333333,22.20210042
23.63416921,76.36583079,22.5,0,0.6875,157.5,36.76254175
14.44386969,80,43.16666667,5,0.574468085,191.1666667,28.94257869
21.18046588,78.81953412,25.33333333,2,0.661202186,177.3333333,55.67980102
11.23350888,80,17.04166667,6,0.704166667,221.5416667,0
16.36688174,80,42.29166667,8,0.705882353,187.2916667,9.730399772
17.51868023,80,13.91666667,3,0.748691099,180.9166667,39.24177863
10.55126949,80,46.375,7,0.606060606,205.375,3.667740724
5.818973134,80,35.58333333,9,0.820895522,157.5833333,0
4.235547035,80,25.08333333,1,0.781065089,175.5833333,0
13.07579059,80,27.33333333,4,0.772972973,191.3333333,0
20.83151374,79.16848626,43.75,0,0.666666667,193.75,67.4269705
12.26869914,80,22.16666667,5,0.592814371,155.1666667,12.92915406
15.60112817,80,49.29166667,2,0.640776699,218.2916667,48.63998358
16.43458714,80,17.04166667,6,0.704166667,221.5416667,10.7920149
19.98906359,80,42.29166667,8,0.705882353,187.2916667,34.54769144
15.32237207,80,22.83333333,3,0.790849673,159.8333333,26.42687709
14.27956222,80,14.58333333,7,0.590909091,189.5833333,25.60759933
20.7199396,79.2800604,60.66666667,9,0.733333333,242.6666667,79.69747189
11.99208159,80,66.66666667,1,0.724137931,266.6666667,22.65855261
8.846122271,80,42.58333333,4,0.802469136,188.5833333,0
12.19772451,80,22.5,0,0.6875,157.5,13.46781234
11.33623185,80,34.41666667,5,0.616438356,152.4166667,7.857045428
9.860486171,80,49.29166667,2,0.640776699,218.2916667,0
21.03904654,78.96095346,74.33333333,6,0.689393939,297.3333333,73.25174744
18.810992,80,42.29166667,8,0.705882353,187.2916667,23.50139042
12.26877776,80,13.91666667,3,0.748691099,180.9166667,11.29982048
15.9167996,80,14.58333333,7,0.590909091,189.5833333,40.14052868
10.02946883,80,13.91666667,9,0.748691099,180.9166667,0.138482531
25.30279308,74.69720692,25.08333333,1,0.781065089,175.5833333,26.87254755
13.05201697,80,27.33333333,4,0.772972973,191.3333333,0
17.6650704,80,13.75,0,0.65,178.75,34.18923629
16.45724962,80,13.58333333,5,0.559808612,176.5833333,36.10992411
13.1012133,80,49.29166667,2,0.640776699,218.2916667,23.38706309
10.25639089,80,54.25,6,0.722222222,240.25,0
13.71522755,80,13.29166667,8,0.687830688,172.7916667,0
11.97830464,80,35.58333333,3,0.820895522,157.5833333,12.71739933
17.87684814,80,63.66666667,7,0.578512397,254.6666667,84.99406498
21.00206954,78.99793046,22.83333333,9,0.790849673,159.8333333,44.14648127
17.68326376,80,66.66666667,1,0.724137931,266.6666667,59.90517469
18.0356555,80,53.08333333,4,0.75,235.0833333,22.95604219
12.48768757,80,35,0,0.714285714,155,12.93133998
17.27943886,80,34.41666667,5,0.616438356,152.4166667,38.17561968
19.63920064,80,49.29166667,2,0.640776699,218.2916667,91.30120965
16.14977224,80,27.91666667,6,0.744791667,195.4166667,7.519720382
11.10493078,80,21.75,8,0.728476821,152.25,0
12.58094434,80,22.83333333,3,0.790849673,159.8333333,14.44125558
14.17718464,80,14.58333333,7,0.590909091,189.5833333,24.0934374
16.51166871,80,35.58333333,9,0.820895522,157.5833333,33.05098801
18.02769889,80,25.08333333,1,0.781065089,175.5833333,46.56539559
16.47262371,80,72.66666667,4,0.716535433,290.6666667,15.18456593
16.57026484,80,13.75,0,0.65,178.75,40.13606145
12.87900489,80,59.33333333,5,0.547826087,237.3333333,29.4105691
12.52151629,80,39.375,2,0.6875,174.375,16.29603743
20.00976134,79.99023866,74.33333333,6,0.689393939,297.3333333,49.19401561
13.83553293,80,42.29166667,8,0.705882353,187.2916667,0
8.532321282,80,44.33333333,3,0.76744186,196.3333333,0
17.91943147,80,63.66666667,7,0.578512397,254.6666667,67.23388774
23.19470414,76.80529586,13.91666667,9,0.748691099,180.9166667,40.69553721
16.18212338,80,25.08333333,1,0.781065089,175.5833333,39.62904803
18.86916372,80,53.08333333,4,0.75,235.0833333,35.57038849
17.37642795,80,60,0,0.636363636,240,63.73475274
16.96955987,80,59.33333333,5,0.547826087,237.3333333,59.44746958
9.096089687,80,39.375,2,0.6875,174.375,0
15.63224511,80,74.33333333,6,0.689393939,297.3333333,8.361673599
24.43307323,75.56692677,42.29166667,8,0.705882353,187.2916667,75.1216369
14.96478601,80,22.83333333,3,0.790849673,159.8333333,30.24306507
11.75367211,80,14.58333333,7,0.590909091,189.5833333,12.32829244
12.84102106,80,13.91666667,9,0.748691099,180.9166667,15.20546907
14.32378552,80,25.08333333,1,0.781065089,175.5833333,28.32552496
17.27844834,80,16.66666667,4,0.731601732,216.6666667,13.83154595
14.92090145,80,22.5,0,0.6875,157.5,21.42474055
12.55575289,80,13.58333333,5,0.559808612,176.5833333,14.78599043
6.157803172,80,15.5,2,0.624454148,201.5,0
13.15584885,80,17.04166667,6,0.704166667,221.5416667,0
21.95249891,78.04750109,13.29166667,8,0.687830688,172.7916667,44.35484738
15.49952772,80,44.33333333,3,0.76744186,196.3333333,37.86293237
